Fighter 1,Fighter 2,Weight class,Winner,Loser,Win decided by,Win Method,Round,Time,Event,Date
Ilir Latifi,Chris Dempsey,Light Heavyweight,Ilir Latifi,Chris Dempsey,KO/TKO,Punch,1,127,UFC Fight Night: McGregor vs Brandao,2014-07-19
Neil Seery,Phil Harris,Flyweight,Neil Seery,Phil Harris,U-DEC,,3,300,UFC Fight Night: McGregor vs Brandao,2014-07-19
Cathal Pendred,Mike King,Middleweight,Cathal Pendred,Mike King,SUB,Rear Naked Choke,2,213,UFC Fight Night: McGregor vs Brandao,2014-07-19
Trevor Smith,Tor Troeng,Middleweight,Trevor Smith,Tor Troeng,U-DEC,,3,300,UFC Fight Night: McGregor vs Brandao,2014-07-19
Nikita Krylov,Cody Donovan,Light Heavyweight,Nikita Krylov,Cody Donovan,KO/TKO,Punches,1,297,UFC Fight Night: McGregor vs Brandao,2014-07-19
Paddy Holohan,Josh Sampo,Flyweight,Paddy Holohan,Josh Sampo,SUB,Rear Naked Choke,1,186,UFC Fight Night: McGregor vs Brandao,2014-07-19
Donald Cerrone,Jim Miller,Lightweight,Donald Cerrone,Jim Miller,KO/TKO,Kick,2,211,UFC Fight Night: Cowboy vs Miller,2014-07-16
Edson Barboza,Evan Dunham,Lightweight,Edson Barboza,Evan Dunham,KO/TKO,Kick,1,186,UFC Fight Night: Cowboy vs Miller,2014-07-16
Rick Story,Leonardo Mafra,Welterweight,Rick Story,Leonardo Mafra,SUB,Arm Triangle,2,132,UFC Fight Night: Cowboy vs Miller,2014-07-16
Joe Proctor,Justin Salas,Lightweight,Joe Proctor,Justin Salas,KO/TKO,Punch,2,207,UFC Fight Night: Cowboy vs Miller,2014-07-16
John Lineker,Alptekin Ozkilic,Flyweight,John Lineker,Alptekin Ozkilic,KO/TKO,Punch,3,291,UFC Fight Night: Cowboy vs Miller,2014-07-16
Lucas Martins,Alex White,Featherweight,Lucas Martins,Alex White,KO/TKO,Punch,3,128,UFC Fight Night: Cowboy vs Miller,2014-07-16
Gleison Tibau,Pat Healy,Lightweight,Gleison Tibau,Pat Healy,U-DEC,,3,300,UFC Fight Night: Cowboy vs Miller,2014-07-16
Leslie Smith,Jessamyn Duke,Women's Bantamweight,Leslie Smith,Jessamyn Duke,KO/TKO,Punch,1,144,UFC Fight Night: Cowboy vs Miller,2014-07-16
Aljamain Sterling,Hugo Viana,Bantamweight,Aljamain Sterling,Hugo Viana,KO/TKO,Punches,3,230,UFC Fight Night: Cowboy vs Miller,2014-07-16
Yosdenis Cedeno,Jerrod Sanders,Lightweight,Yosdenis Cedeno,Jerrod Sanders,KO/TKO,,1,300,UFC Fight Night: Cowboy vs Miller,2014-07-16
Claudia Gadelha,Tina Lahdemaki,Women's Strawweight,Claudia Gadelha,Tina Lahdemaki,U-DEC,,3,300,UFC Fight Night: Cowboy vs Miller,2014-07-16
Frankie Edgar,BJ Penn,Featherweight,Frankie Edgar,BJ Penn,KO/TKO,Punches,3,256,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06
Corey Anderson,Matt Van Buren,Light Heavyweight,Corey Anderson,Matt Van Buren,KO/TKO,Punches,1,61,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06
Eddie Gordon,Dhiego Lima,Middleweight,Eddie Gordon,Dhiego Lima,KO/TKO,Punches,1,71,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06
Derrick Lewis,Guto Inocente,Heavyweight,Derrick Lewis,Guto Inocente,KO/TKO,Punches,1,210,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06
Dustin Ortiz,Justin Scoggins,Flyweight,Dustin Ortiz,Justin Scoggins,S-DEC,,3,300,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06
Kevin Lee,Jesse Ronson,Lightweight,Kevin Lee,Jesse Ronson,S-DEC,,3,300,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06
Leandro Issa,Jumabieke Tuerxun,Bantamweight,Leandro Issa,Jumabieke Tuerxun,SUB,Armbar,3,229,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06
Adriano Martins,Juan Manuel Puig,Lightweight,Adriano Martins,Juan Manuel Puig,KO/TKO,Punch,1,141,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06
Patrick Walsh,Daniel Spohn,Light Heavyweight,Patrick Walsh,Daniel Spohn,U-DEC,,3,300,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06
Sarah Moras,Alexis Dufresne,Catch Weight,Sarah Moras,Alexis Dufresne,U-DEC,,3,300,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06
Robert Drysdale,Keith Berish,Light Heavyweight,NO CONTEST,NO CONTEST,Overturned,,1,123,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06
Chris Weidman,Lyoto Machida,Middleweight,Chris Weidman,Lyoto Machida,U-DEC,,5,300,UFC 175: Weidman vs Machida,2014-07-05
Ronda Rousey,Alexis Davis,Women's Bantamweight,Ronda Rousey,Alexis Davis,KO/TKO,Punches,1,16,UFC 175: Weidman vs Machida,2014-07-05
Uriah Hall,Thiago Santos,Middleweight,Uriah Hall,Thiago Santos,U-DEC,,3,300,UFC 175: Weidman vs Machida,2014-07-05
Russell Doane,Marcus Brimage,Bantamweight,Russell Doane,Marcus Brimage,S-DEC,,3,300,UFC 175: Weidman vs Machida,2014-07-05
Urijah Faber,Alex Caceres,Bantamweight,Urijah Faber,Alex Caceres,SUB,Rear Naked Choke,3,69,UFC 175: Weidman vs Machida,2014-07-05
Kenny Robertson,Ildemar Alcantara,Welterweight,Kenny Robertson,Ildemar Alcantara,U-DEC,,3,300,UFC 175: Weidman vs Machida,2014-07-05
Bruno Santos,Chris Camozzi,Middleweight,Bruno Santos,Chris Camozzi,S-DEC,,3,300,UFC 175: Weidman vs Machida,2014-07-05
Rob Font,George Roop,Bantamweight,Rob Font,George Roop,KO/TKO,Punch,1,139,UFC 175: Weidman vs Machida,2014-07-05
Luke Zachrich,Guilherme Vasconcelos,Middleweight,Luke Zachrich,Guilherme Vasconcelos,U-DEC,,3,300,UFC 175: Weidman vs Machida,2014-07-05
Kevin Casey,Bubba Bush,Middleweight,NO CONTEST,NO CONTEST,Overturned,Elbows,1,61,UFC 175: Weidman vs Machida,2014-07-05
Cub Swanson,Jeremy Stephens,Featherweight,Cub Swanson,Jeremy Stephens,U-DEC,,5,300,UFC Fight Night: Swanson vs Stephens,2014-06-28
Kelvin Gastelum,Nicholas Musoke,Welterweight,Kelvin Gastelum,Nicholas Musoke,U-DEC,,3,300,UFC Fight Night: Swanson vs Stephens,2014-06-28
Cezar Ferreira,Andrew Craig,Middleweight,Cezar Ferreira,Andrew Craig,U-DEC,,3,300,UFC Fight Night: Swanson vs Stephens,2014-06-28
Ricardo Lamas,Hacran Dias,Featherweight,Ricardo Lamas,Hacran Dias,U-DEC,,3,300,UFC Fight Night: Swanson vs Stephens,2014-06-28
Clint Hester,Antonio Braga Neto,Middleweight,Clint Hester,Antonio Braga Neto,S-DEC,,3,300,UFC Fight Night: Swanson vs Stephens,2014-06-28
Joe Ellenberger,James Moontasri,Lightweight,Joe Ellenberger,James Moontasri,S-DEC,,3,300,UFC Fight Night: Swanson vs Stephens,2014-06-28
Diego Ferreira,Colton Smith,Lightweight,Diego Ferreira,Colton Smith,SUB,Rear Naked Choke,1,38,UFC Fight Night: Swanson vs Stephens,2014-06-28
Cody Gibson,Johnny Bedford,Bantamweight,Cody Gibson,Johnny Bedford,KO/TKO,Punch,1,38,UFC Fight Night: Swanson vs Stephens,2014-06-28
Marcelo Guimaraes,Andy Enz,Middleweight,Marcelo Guimaraes,Andy Enz,S-DEC,,3,300,UFC Fight Night: Swanson vs Stephens,2014-06-28
Ray Borg,Shane Howell,Flyweight,Ray Borg,Shane Howell,SUB,Rear Naked Choke,1,137,UFC Fight Night: Swanson vs Stephens,2014-06-28
Aleksei Oleinik,Anthony Hamilton,Heavyweight,Aleksei Oleinik,Anthony Hamilton,SUB,Scarf Hold,1,138,UFC Fight Night: Swanson vs Stephens,2014-06-28
Nate Marquardt,James Te Huna,Middleweight,Nate Marquardt,James Te Huna,SUB,Armbar,1,274,UFC Fight Night: Te Huna vs Marquardt,2014-06-28
Jared Rosholt,Soa Palelei,Heavyweight,Jared Rosholt,Soa Palelei,U-DEC,,3,300,UFC Fight Night: Te Huna vs Marquardt,2014-06-28
Charles Oliveira,Hatsu Hioki,Featherweight,Charles Oliveira,Hatsu Hioki,SUB,Anaconda Choke,2,272,UFC Fight Night: Te Huna vs Marquardt,2014-06-28
Robert Whittaker,Mike Rhodes,Welterweight,Robert Whittaker,Mike Rhodes,U-DEC,,3,300,UFC Fight Night: Te Huna vs Marquardt,2014-06-28
Jake Matthews,Dashon Johnson,Lightweight,Jake Matthews,Dashon Johnson,SUB,Triangle Choke,3,196,UFC Fight Night: Te Huna vs Marquardt,2014-06-28
Richie Vaculik,Roldan Sangcha'an,Flyweight,Richie Vaculik,Roldan Sangcha'an,U-DEC,,3,300,UFC Fight Night: Te Huna vs Marquardt,2014-06-28
Vik Grujic,Chris Indich,Welterweight,Vik Grujic,Chris Indich,KO/TKO,Punch,1,295,UFC Fight Night: Te Huna vs Marquardt,2014-06-28
Neil Magny,Rodrigo de Lima,Welterweight,Neil Magny,Rodrigo de Lima,KO/TKO,Punch,2,152,UFC Fight Night: Te Huna vs Marquardt,2014-06-28
Dan Hooker,Ian Entwistle,Featherweight,Dan Hooker,Ian Entwistle,KO/TKO,Elbows,1,214,UFC Fight Night: Te Huna vs Marquardt,2014-06-28
Gian Villante,Sean O'Connell,Light Heavyweight,Gian Villante,Sean O'Connell,S-DEC,,3,300,UFC Fight Night: Te Huna vs Marquardt,2014-06-28
Demetrious Johnson,Ali Bagautinov,Flyweight,Demetrious Johnson,Ali Bagautinov,U-DEC,,5,300,UFC 174: Johnson vs Bagautinov,2014-06-14
Rory MacDonald,Tyron Woodley,Welterweight,Rory MacDonald,Tyron Woodley,U-DEC,,3,300,UFC 174: Johnson vs Bagautinov,2014-06-14
Ryan Bader,Rafael Cavalcante,Light Heavyweight,Ryan Bader,Rafael Cavalcante,U-DEC,,3,300,UFC 174: Johnson vs Bagautinov,2014-06-14
Andrei Arlovski,Brendan Schaub,Heavyweight,Andrei Arlovski,Brendan Schaub,S-DEC,,3,300,UFC 174: Johnson vs Bagautinov,2014-06-14
Ovince Saint Preux,Ryan Jimmo,Light Heavyweight,Ovince Saint Preux,Ryan Jimmo,KO/TKO,,2,130,UFC 174: Johnson vs Bagautinov,2014-06-14
Kiichi Kunimoto,Daniel Sarafian,Welterweight,Kiichi Kunimoto,Daniel Sarafian,SUB,Rear Naked Choke,1,172,UFC 174: Johnson vs Bagautinov,2014-06-14
Valerie Letourneau,Elizabeth Phillips,Women's Bantamweight,Valerie Letourneau,Elizabeth Phillips,S-DEC,,3,300,UFC 174: Johnson vs Bagautinov,2014-06-14
Yves Jabouin,Mike Easton,Bantamweight,Yves Jabouin,Mike Easton,U-DEC,,3,300,UFC 174: Johnson vs Bagautinov,2014-06-14
Tae Hyun Bang,Kajan Johnson,Lightweight,Tae Hyun Bang,Kajan Johnson,KO/TKO,Punch,3,121,UFC 174: Johnson vs Bagautinov,2014-06-14
Michinori Tanaka,Roland Delorme,Bantamweight,Michinori Tanaka,Roland Delorme,U-DEC,,3,300,UFC 174: Johnson vs Bagautinov,2014-06-14
Jason Saggo,Josh Shockley,Lightweight,Jason Saggo,Josh Shockley,KO/TKO,Punches,1,297,UFC 174: Johnson vs Bagautinov,2014-06-14
Benson Henderson,Rustam Khabilov,Lightweight,Benson Henderson,Rustam Khabilov,SUB,Rear Naked Choke,4,76,UFC Fight Night: Henderson vs Khabilov,2014-06-07
Diego Sanchez,Ross Pearson,Lightweight,Diego Sanchez,Ross Pearson,S-DEC,,3,300,UFC Fight Night: Henderson vs Khabilov,2014-06-07
John Dodson,John Moraga,Flyweight,John Dodson,John Moraga,KO/TKO,,2,300,UFC Fight Night: Henderson vs Khabilov,2014-06-07
Rafael Dos Anjos,Jason High,Lightweight,Rafael Dos Anjos,Jason High,KO/TKO,Punch,2,216,UFC Fight Night: Henderson vs Khabilov,2014-06-07
Piotr Hallmann,Yves Edwards,Lightweight,Piotr Hallmann,Yves Edwards,SUB,Rear Naked Choke,3,151,UFC Fight Night: Henderson vs Khabilov,2014-06-07
Bryan Caraway,Erik Perez,Bantamweight,Bryan Caraway,Erik Perez,SUB,Rear Naked Choke,2,112,UFC Fight Night: Henderson vs Khabilov,2014-06-07
Sergio Pettis,Yaotzin Meza,Bantamweight,Sergio Pettis,Yaotzin Meza,U-DEC,,3,300,UFC Fight Night: Henderson vs Khabilov,2014-06-07
Lance Benoist,Bobby Voelker,Welterweight,Lance Benoist,Bobby Voelker,U-DEC,,3,300,UFC Fight Night: Henderson vs Khabilov,2014-06-07
Scott Jorgensen,Danny Martinez,Flyweight,Scott Jorgensen,Danny Martinez,U-DEC,,3,300,UFC Fight Night: Henderson vs Khabilov,2014-06-07
Jon Tuck,Jake Lindsey,Lightweight,Jon Tuck,Jake Lindsey,KO/TKO,Kick,3,167,UFC Fight Night: Henderson vs Khabilov,2014-06-07
Patrick Cummins,Roger Narvaez,Light Heavyweight,Patrick Cummins,Roger Narvaez,KO/TKO,Punches,2,148,UFC Fight Night: Henderson vs Khabilov,2014-06-07
Stipe Miocic,Fabio Maldonado,Heavyweight,Stipe Miocic,Fabio Maldonado,KO/TKO,Punch,1,35,UFC Fight Night: Miocic vs Maldonado,2014-05-31
Antonio Carlos Junior,Vitor Miranda,Heavyweight,Antonio Carlos Junior,Vitor Miranda,U-DEC,,3,300,UFC Fight Night: Miocic vs Maldonado,2014-05-31
Warlley Alves,Marcio Alexandre Junior,Middleweight,Warlley Alves,Marcio Alexandre Junior,SUB,Guillotine Choke,3,25,UFC Fight Night: Miocic vs Maldonado,2014-05-31
Demian Maia,Alexander Yakovlev,Welterweight,Demian Maia,Alexander Yakovlev,U-DEC,,3,300,UFC Fight Night: Miocic vs Maldonado,2014-05-31
Robert Peralta,Rony Jason,Featherweight,Robert Peralta,Rony Jason,S-DEC,,3,300,UFC Fight Night: Miocic vs Maldonado,2014-05-31
Rashid Magomedov,Rodrigo Damm,Lightweight,Rashid Magomedov,Rodrigo Damm,U-DEC,,3,300,UFC Fight Night: Miocic vs Maldonado,2014-05-31
Elias Silverio,Ernest Chavez,Lightweight,Elias Silverio,Ernest Chavez,SUB,Rear Naked Choke,3,261,UFC Fight Night: Miocic vs Maldonado,2014-05-31
Gasan Umalatov,Paulo Thiago,Welterweight,Gasan Umalatov,Paulo Thiago,U-DEC,,3,300,UFC Fight Night: Miocic vs Maldonado,2014-05-31
Edimilson Souza,Mark Eddiva,Featherweight,Edimilson Souza,Mark Eddiva,KO/TKO,Punches,2,292,UFC Fight Night: Miocic vs Maldonado,2014-05-31
Ricardo Abreu,Wagner Silva,Middleweight,Ricardo Abreu,Wagner Silva,SUB,Rear Naked Choke,2,66,UFC Fight Night: Miocic vs Maldonado,2014-05-31
Marcos Rogerio de Lima,Richardson Moreira,Heavyweight,Marcos Rogerio de Lima,Richardson Moreira,KO/TKO,Punch,1,20,UFC Fight Night: Miocic vs Maldonado,2014-05-31
Pedro Munhoz,Matt Hobar,Bantamweight,Pedro Munhoz,Matt Hobar,KO/TKO,Punches,1,167,UFC Fight Night: Miocic vs Maldonado,2014-05-31
Gegard Mousasi,Mark Munoz,Middleweight,Gegard Mousasi,Mark Munoz,SUB,Rear Naked Choke,1,237,UFC Fight Night: Munoz vs Mousasi,2014-05-31
CB Dollaway,Francis Carmont,Middleweight,CB Dollaway,Francis Carmont,U-DEC,,3,300,UFC Fight Night: Munoz vs Mousasi,2014-05-31
Sean Strickland,Luke Barnatt,Middleweight,Sean Strickland,Luke Barnatt,S-DEC,,3,300,UFC Fight Night: Munoz vs Mousasi,2014-05-31
Niklas Backstrom,Tom Niinimaki,Featherweight,Niklas Backstrom,Tom Niinimaki,SUB,Rear Naked Choke,1,255,UFC Fight Night: Munoz vs Mousasi,2014-05-31
Nick Hein,Drew Dober,Lightweight,Nick Hein,Drew Dober,U-DEC,,3,300,UFC Fight Night: Munoz vs Mousasi,2014-05-31
Magnus Cedenblad,Krzysztof Jotko,Middleweight,Magnus Cedenblad,Krzysztof Jotko,SUB,Guillotine Choke,2,299,UFC Fight Night: Munoz vs Mousasi,2014-05-31
Iuri Alcantara,Vaughan Lee,Bantamweight,Iuri Alcantara,Vaughan Lee,KO/TKO,Punch,1,25,UFC Fight Night: Munoz vs Mousasi,2014-05-31
Peter Sobotta,Pawel Pawlak,Welterweight,Peter Sobotta,Pawel Pawlak,U-DEC,,3,300,UFC Fight Night: Munoz vs Mousasi,2014-05-31
Maximo Blanco,Andy Ogle,Featherweight,Maximo Blanco,Andy Ogle,U-DEC,,3,300,UFC Fight Night: Munoz vs Mousasi,2014-05-31
Ruslan Magomedov,Viktor Pesta,Heavyweight,Ruslan Magomedov,Viktor Pesta,U-DEC,,3,300,UFC Fight Night: Munoz vs Mousasi,2014-05-31
TJ Dillashaw,Renan Barao,Bantamweight,TJ Dillashaw,Renan Barao,KO/TKO,Punches,5,146,UFC 173: Barao vs Dillashaw,2014-05-24
Daniel Cormier,Dan Henderson,Light Heavyweight,Daniel Cormier,Dan Henderson,SUB,Rear Naked Choke,3,233,UFC 173: Barao vs Dillashaw,2014-05-24
Robbie Lawler,Jake Ellenberger,Welterweight,Robbie Lawler,Jake Ellenberger,KO/TKO,Knee,3,186,UFC 173: Barao vs Dillashaw,2014-05-24
Takeya Mizugaki,Francisco Rivera,Bantamweight,Takeya Mizugaki,Francisco Rivera,U-DEC,,3,300,UFC 173: Barao vs Dillashaw,2014-05-24
James Krause,Jamie Varner,Lightweight,James Krause,Jamie Varner,KO/TKO,,1,300,UFC 173: Barao vs Dillashaw,2014-05-24
Michael Chiesa,Francisco Trinaldo,Lightweight,Michael Chiesa,Francisco Trinaldo,U-DEC,,3,300,UFC 173: Barao vs Dillashaw,2014-05-24
Tony Ferguson,Katsunori Kikuno,Lightweight,Tony Ferguson,Katsunori Kikuno,KO/TKO,Punch,1,246,UFC 173: Barao vs Dillashaw,2014-05-24
Chris Holdsworth,Chico Camus,Bantamweight,Chris Holdsworth,Chico Camus,U-DEC,,3,300,UFC 173: Barao vs Dillashaw,2014-05-24
Mitch Clarke,Al Iaquinta,Lightweight,Mitch Clarke,Al Iaquinta,SUB,D'Arce Choke,2,57,UFC 173: Barao vs Dillashaw,2014-05-24
Vinc Pichel,Anthony Njokuani,Lightweight,Vinc Pichel,Anthony Njokuani,U-DEC,,3,300,UFC 173: Barao vs Dillashaw,2014-05-24
Sam Sicilia,Aaron Phillips,Featherweight,Sam Sicilia,Aaron Phillips,U-DEC,,3,300,UFC 173: Barao vs Dillashaw,2014-05-24
Li Jingliang,David Michaud,Welterweight,Li Jingliang,David Michaud,S-DEC,,3,300,UFC 173: Barao vs Dillashaw,2014-05-24
Matt Brown,Erick Silva,Welterweight,Matt Brown,Erick Silva,KO/TKO,Punches,3,131,UFC Fight Night: Brown vs Silva,2014-05-10
Constantinos Philippou,Lorenz Larkin,Middleweight,Constantinos Philippou,Lorenz Larkin,KO/TKO,Punch,1,227,UFC Fight Night: Brown vs Silva,2014-05-10
Daron Cruickshank,Erik Koch,Lightweight,Daron Cruickshank,Erik Koch,KO/TKO,Kick,1,201,UFC Fight Night: Brown vs Silva,2014-05-10
Neil Magny,Tim Means,Welterweight,Neil Magny,Tim Means,U-DEC,,3,300,UFC Fight Night: Brown vs Silva,2014-05-10
Soa Palelei,Ruan Potts,Heavyweight,Soa Palelei,Ruan Potts,KO/TKO,Punch,1,140,UFC Fight Night: Brown vs Silva,2014-05-10
Chris Cariaso,Louis Smolka,Flyweight,Chris Cariaso,Louis Smolka,S-DEC,,3,300,UFC Fight Night: Brown vs Silva,2014-05-10
Ed Herman,Rafael Natal,Middleweight,Ed Herman,Rafael Natal,U-DEC,,3,300,UFC Fight Night: Brown vs Silva,2014-05-10
Kyoji Horiguchi,Darrell Montague,Flyweight,Kyoji Horiguchi,Darrell Montague,U-DEC,,3,300,UFC Fight Night: Brown vs Silva,2014-05-10
Zak Cummings,Yan Cabral,Welterweight,Zak Cummings,Yan Cabral,U-DEC,,3,300,UFC Fight Night: Brown vs Silva,2014-05-10
Johnny Eduardo,Eddie Wineland,Bantamweight,Johnny Eduardo,Eddie Wineland,KO/TKO,Punch,1,277,UFC Fight Night: Brown vs Silva,2014-05-10
Nik Lentz,Manvel Gamburyan,Featherweight,Nik Lentz,Manvel Gamburyan,U-DEC,,3,300,UFC Fight Night: Brown vs Silva,2014-05-10
Justin Salas,Ben Wall,Lightweight,Justin Salas,Ben Wall,KO/TKO,Punch,1,161,UFC Fight Night: Brown vs Silva,2014-05-10
Albert Tumenov,Anthony Lapsley,Welterweight,Albert Tumenov,Anthony Lapsley,KO/TKO,Punch,1,236,UFC Fight Night: Brown vs Silva,2014-05-10
Jon Jones,Glover Teixeira,Light Heavyweight,Jon Jones,Glover Teixeira,U-DEC,,5,300,UFC 172: Jones vs Teixeira,2014-04-26
Anthony Johnson,Phil Davis,Light Heavyweight,Anthony Johnson,Phil Davis,U-DEC,,3,300,UFC 172: Jones vs Teixeira,2014-04-26
Luke Rockhold,Tim Boetsch,Middleweight,Luke Rockhold,Tim Boetsch,SUB,Kimura,1,128,UFC 172: Jones vs Teixeira,2014-04-26
Jim Miller,Yancy Medeiros,Lightweight,Jim Miller,Yancy Medeiros,SUB,Guillotine Choke,1,198,UFC 172: Jones vs Teixeira,2014-04-26
Max Holloway,Andre Fili,Featherweight,Max Holloway,Andre Fili,SUB,Guillotine Choke,3,219,UFC 172: Jones vs Teixeira,2014-04-26
Joseph Benavidez,Tim Elliott,Flyweight,Joseph Benavidez,Tim Elliott,SUB,Guillotine Choke,1,248,UFC 172: Jones vs Teixeira,2014-04-26
Takanori Gomi,Isaac Vallie-Flagg,Lightweight,Takanori Gomi,Isaac Vallie-Flagg,U-DEC,,3,300,UFC 172: Jones vs Teixeira,2014-04-26
Bethe Correia,Jessamyn Duke,Women's Bantamweight,Bethe Correia,Jessamyn Duke,U-DEC,,3,300,UFC 172: Jones vs Teixeira,2014-04-26
Danny Castillo,Charlie Brenneman,Lightweight,Danny Castillo,Charlie Brenneman,KO/TKO,Punch,2,21,UFC 172: Jones vs Teixeira,2014-04-26
Chris Beal,Patrick Williams,Bantamweight,Chris Beal,Patrick Williams,KO/TKO,Flying Knee,2,111,UFC 172: Jones vs Teixeira,2014-04-26
Fabricio Werdum,Travis Browne,Heavyweight,Fabricio Werdum,Travis Browne,U-DEC,,5,300,UFC on FOX: Werdum vs Browne,2014-04-19
Miesha Tate,Liz Carmouche,Women's Bantamweight,Miesha Tate,Liz Carmouche,U-DEC,,3,300,UFC on FOX: Werdum vs Browne,2014-04-19
Donald Cerrone,Edson Barboza,Lightweight,Donald Cerrone,Edson Barboza,SUB,Rear Naked Choke,1,195,UFC on FOX: Werdum vs Browne,2014-04-19
Yoel Romero,Brad Tavares,Middleweight,Yoel Romero,Brad Tavares,U-DEC,,3,300,UFC on FOX: Werdum vs Browne,2014-04-19
Khabib Nurmagomedov,Rafael Dos Anjos,Lightweight,Khabib Nurmagomedov,Rafael Dos Anjos,U-DEC,,3,300,UFC on FOX: Werdum vs Browne,2014-04-19
Thiago Alves,Seth Baczynski,Welterweight,Thiago Alves,Seth Baczynski,U-DEC,,3,300,UFC on FOX: Werdum vs Browne,2014-04-19
Jorge Masvidal,Pat Healy,Lightweight,Jorge Masvidal,Pat Healy,U-DEC,,3,300,UFC on FOX: Werdum vs Browne,2014-04-19
Alex White,Estevan Payan,Featherweight,Alex White,Estevan Payan,KO/TKO,Punch,1,88,UFC on FOX: Werdum vs Browne,2014-04-19
Caio Magalhaes,Luke Zachrich,Middleweight,Caio Magalhaes,Luke Zachrich,KO/TKO,Punch,1,44,UFC on FOX: Werdum vs Browne,2014-04-19
Jordan Mein,Hernani Perpetuo,Welterweight,Jordan Mein,Hernani Perpetuo,S-DEC,,3,300,UFC on FOX: Werdum vs Browne,2014-04-19
Dustin Ortiz,Ray Borg,Flyweight,Dustin Ortiz,Ray Borg,S-DEC,,3,300,UFC on FOX: Werdum vs Browne,2014-04-19
Mirsad Bektic,Chas Skelly,Featherweight,Mirsad Bektic,Chas Skelly,M-DEC,,3,300,UFC on FOX: Werdum vs Browne,2014-04-19
Derrick Lewis,Jack May,Heavyweight,Derrick Lewis,Jack May,KO/TKO,Punches,1,263,UFC on FOX: Werdum vs Browne,2014-04-19
Tim Kennedy,Michael Bisping,Middleweight,Tim Kennedy,Michael Bisping,U-DEC,,5,300,UFC Fight Night: Bisping vs Kennedy,2014-04-16
Patrick Cote,Kyle Noke,Welterweight,Patrick Cote,Kyle Noke,U-DEC,,3,300,UFC Fight Night: Bisping vs Kennedy,2014-04-16
Elias Theodorou,Sheldon Westcott,Middleweight,Elias Theodorou,Sheldon Westcott,KO/TKO,Elbows,2,281,UFC Fight Night: Bisping vs Kennedy,2014-04-16
Chad Laprise,Olivier Aubin-Mercier,Welterweight,Chad Laprise,Olivier Aubin-Mercier,S-DEC,,3,300,UFC Fight Night: Bisping vs Kennedy,2014-04-16
Dustin Poirier,Akira Corassani,Featherweight,Dustin Poirier,Akira Corassani,KO/TKO,Punch,2,42,UFC Fight Night: Bisping vs Kennedy,2014-04-16
KJ Noons,Sam Stout,Welterweight,KJ Noons,Sam Stout,KO/TKO,Punch,1,30,UFC Fight Night: Bisping vs Kennedy,2014-04-16
Sarah Kaufman,Leslie Smith,Women's Bantamweight,Sarah Kaufman,Leslie Smith,U-DEC,,3,300,UFC Fight Night: Bisping vs Kennedy,2014-04-16
Ryan Jimmo,Sean O'Connell,Light Heavyweight,Ryan Jimmo,Sean O'Connell,KO/TKO,Punch,1,267,UFC Fight Night: Bisping vs Kennedy,2014-04-16
George Roop,Dustin Kimura,Bantamweight,George Roop,Dustin Kimura,U-DEC,,3,300,UFC Fight Night: Bisping vs Kennedy,2014-04-16
Mark Bocek,Mike de la Torre,Lightweight,Mark Bocek,Mike de la Torre,S-DEC,,3,300,UFC Fight Night: Bisping vs Kennedy,2014-04-16
Nordine Taleb,Vik Grujic,Middleweight,Nordine Taleb,Vik Grujic,U-DEC,,3,300,UFC Fight Night: Bisping vs Kennedy,2014-04-16
Richard Walsh,Chris Indich,Welterweight,Richard Walsh,Chris Indich,U-DEC,,3,300,UFC Fight Night: Bisping vs Kennedy,2014-04-16
Mitch Gagnon,Tim Gorman,Bantamweight,Mitch Gagnon,Tim Gorman,U-DEC,,3,300,UFC Fight Night: Bisping vs Kennedy,2014-04-16
Roy Nelson,Antonio Rodrigo Nogueira,Heavyweight,Roy Nelson,Antonio Rodrigo Nogueira,KO/TKO,Punch,1,217,UFC Fight Night: Minotauro vs Nelson,2014-04-11
Clay Guida,Tatsuya Kawajiri,Featherweight,Clay Guida,Tatsuya Kawajiri,U-DEC,,3,300,UFC Fight Night: Minotauro vs Nelson,2014-04-11
Ryan LaFlare,John Howard,Welterweight,Ryan LaFlare,John Howard,U-DEC,,3,300,UFC Fight Night: Minotauro vs Nelson,2014-04-11
Ramsey Nijem,Beneil Dariush,Lightweight,Ramsey Nijem,Beneil Dariush,KO/TKO,Punches,1,260,UFC Fight Night: Minotauro vs Nelson,2014-04-11
Jared Rosholt,Daniel Omielanczuk,Heavyweight,Jared Rosholt,Daniel Omielanczuk,U-DEC,,3,300,UFC Fight Night: Minotauro vs Nelson,2014-04-11
